socio_id,socio_membresia_id,tipo_pago,monto,fecha_pago,metodo_pago,numero_recibo,estado
68,66,Clase Adicional,484.31,2025-11-20 21:47:59,Efectivo,32c12680-6943-4e6e-af8c-9abad4b61e7e,Pendiente
66,56,Clase Adicional,133.92,2025-11-20 21:47:59,Cheque,c49e7128-91d1-4b13-9da8-7ba67f1ba0f0,Pagado
37,67,Otro,20.82,2025-11-20 21:47:59,Cheque,b9c045a8-ebac-4c3c-b200-9e98f8d009d5,Anulado
58,62,Membresía,228.46,2025-11-20 21:47:59,Transferencia,79dfc02d-53f9-49d6-afa7-3e0628898794,Anulado
37,33,Penalización,380.17,2025-11-20 21:47:59,Cheque,f1bc4e75-dd51-4e3a-aabd-e33637fc49c5,Anulado
18,31,Clase Adicional,26.87,2025-11-20 21:47:59,Transferencia,fcebb8e3-c8b7-4c0e-ad16-0942bf823810,Pagado
86,100,Penalización,277.9,2025-11-20 21:47:59,Tarjeta,719b4f4e-2ca7-4531-9242-f936294d4499,Pendiente
9,93,Penalización,108.55,2025-11-20 21:47:59,Cheque,93c8af0d-ddae-4f93-a2c5-23fe4b4ef1fc,Pendiente
98,69,Penalización,32.26,2025-11-20 21:47:59,Efectivo,b496bfea-5eb2-4bf1-9e21-8338b3263d1f,Pendiente
24,69,Clase Adicional,387.11,2025-11-20 21:47:59,Efectivo,69d034b4-b194-4591-b48b-18345e95faf9,Pagado
60,13,Penalización,196.62,2025-11-20 21:47:59,Efectivo,b923d4a5-7d82-4e3c-9c90-15e07dfe7bbb,Pendiente
66,23,Clase Adicional,18.57,2025-11-20 21:47:59,Cheque,97e47509-a0ae-416d-a9e2-29fa8da0aedf,Pagado
82,48,Otro,213.44,2025-11-20 21:47:59,Efectivo,bd515604-e2c5-45a7-a465-9f95d11fdac2,Anulado
71,41,Membresía,418.85,2025-11-20 21:47:59,Cheque,b9f464ea-8bbe-478d-b851-bbf402157c05,Pendiente
76,36,Penalización,136.99,2025-11-20 21:47:59,Cheque,08f00778-1fd5-4635-a76f-11213985e482,Pendiente
28,27,Penalización,60.97,2025-11-20 21:47:59,Efectivo,4ef9fb62-cb1f-46a2-ad48-2c39d6040b18,Pendiente
63,3,Penalización,171.33,2025-11-20 21:47:59,Transferencia,878dae0d-ef2d-449f-b065-3fdc3ec1a559,Pendiente
12,20,Otro,355.57,2025-11-20 21:47:59,Cheque,2abf3b4d-ad12-4040-9dae-fd75de73b796,Anulado
51,40,Clase Adicional,343.53,2025-11-20 21:47:59,Cheque,d591fefe-0bcd-4386-98ee-d0919fd1bdee,Anulado
32,26,Otro,475.61,2025-11-20 21:47:59,Tarjeta,0106be83-fa4c-4e5b-b759-a837eb85aa83,Anulado
21,68,Otro,269.23,2025-11-20 21:47:59,Tarjeta,2a7cc12d-d172-4d3d-9523-b4ae8f0538eb,Anulado
93,54,Clase Adicional,454.31,2025-11-20 21:47:59,Transferencia,5e15978a-0783-4eb8-bf70-bc260ef91e71,Anulado
80,5,Membresía,347.6,2025-11-20 21:47:59,Efectivo,b21df11c-1ccc-4ff9-92e7-c1937201299b,Anulado
83,32,Clase Adicional,399.3,2025-11-20 21:47:59,Cheque,dc7cd6ce-3f78-4b80-bd3f-0d71c991e51c,Pendiente
58,8,Penalización,279.93,2025-11-20 21:47:59,Transferencia,63e7f1be-c10e-438f-a5df-34b3d5f91467,Pagado
5,1,Otro,397.88,2025-11-20 21:47:59,Efectivo,dbf80c4c-1a0c-497a-9b45-3c77e2d39f51,Anulado
23,22,Otro,381.96,2025-11-20 21:47:59,Tarjeta,2925bac5-d817-4ca4-a7d4-cf29e5d9dde9,Pagado
31,56,Membresía,319.11,2025-11-20 21:47:59,Cheque,403106e7-dc94-45d4-b1eb-8474e3e75131,Pagado
12,30,Clase Adicional,138.43,2025-11-20 21:47:59,Tarjeta,6898c9fd-c8ee-4248-a58e-4566ad2eac61,Anulado
23,73,Penalización,223.51,2025-11-20 21:47:59,Efectivo,f2735003-72ca-492a-9f20-689fd9b97e4c,Pendiente
56,84,Membresía,367.02,2025-11-20 21:47:59,Transferencia,52f0715e-4cec-4bcf-9a78-315148be0426,Pagado
13,92,Clase Adicional,198.47,2025-11-20 21:47:59,Tarjeta,ee86f008-dc9e-40ea-8700-70cf7b0db598,Pagado
67,17,Otro,158.54,2025-11-20 21:47:59,Efectivo,44add698-9069-4f4b-8031-1ba3a4750caa,Pendiente
95,37,Clase Adicional,481.33,2025-11-20 21:47:59,Transferencia,c442e288-0e82-4dd4-86be-e60e35eaf9c2,Anulado
94,34,Clase Adicional,250.97,2025-11-20 21:47:59,Efectivo,7021436e-a0c6-4db6-8c3f-5fbd8cbb8ee6,Anulado
89,89,Penalización,472.02,2025-11-20 21:47:59,Tarjeta,55361100-6725-4f24-9ba1-a97c68409ec9,Pendiente
7,60,Otro,436.86,2025-11-20 21:47:59,Cheque,42b70913-79fd-4fc7-9d21-810b5c232e17,Pagado
76,6,Clase Adicional,162.27,2025-11-20 21:47:59,Transferencia,09ecd1cf-404c-41fc-996c-49125e7312f2,Pendiente
4,97,Membresía,398.91,2025-11-20 21:47:59,Cheque,697ca83c-b32c-458e-8f9d-ebc10f992f96,Pendiente
42,16,Otro,158.12,2025-11-20 21:47:59,Tarjeta,63535759-87d8-44e7-8a9c-9aabc2bdbe09,Pendiente
15,64,Otro,499.79,2025-11-20 21:47:59,Transferencia,5581f597-4a4a-4ef3-80a5-98e3af30260f,Pendiente
46,30,Penalización,104.33,2025-11-20 21:47:59,Transferencia,dccbd929-1035-480f-98b8-590231b9cce2,Pendiente
7,44,Penalización,401.13,2025-11-20 21:47:59,Tarjeta,15a30f7c-9ae9-4f7a-89ce-58f749f76e20,Anulado
21,85,Membresía,123.68,2025-11-20 21:47:59,Efectivo,3949491f-f4c4-4596-bbd2-edb57d88825d,Anulado
94,90,Membresía,170.55,2025-11-20 21:47:59,Tarjeta,abcffe43-7ae7-4341-ae26-a5a740bdc77e,Pagado
62,21,Clase Adicional,386.77,2025-11-20 21:47:59,Cheque,47b5716f-1ae3-4b16-bba9-61ed4ecc7eee,Pagado
49,93,Clase Adicional,207.9,2025-11-20 21:47:59,Transferencia,19e53696-685e-4bdb-b317-8c808490e603,Anulado
44,13,Otro,100.56,2025-11-20 21:47:59,Cheque,00f436c5-8164-4e0a-bfe9-304ff1a7674b,Pendiente
2,2,Penalización,486.35,2025-11-20 21:47:59,Efectivo,4efa7111-c987-46ec-b464-2d40912659b9,Pendiente
29,20,Membresía,147.34,2025-11-20 21:47:59,Cheque,0004286a-860c-49a0-bfe3-decf5f9cd742,Pagado
89,41,Penalización,177.41,2025-11-20 21:47:59,Efectivo,2e489f23-0d6c-40ae-aa83-810f5d5d48d9,Anulado
29,22,Penalización,190.08,2025-11-20 21:47:59,Tarjeta,02150ac5-a15a-4c8e-ad44-2a7447c0d83b,Pendiente
37,53,Clase Adicional,151.37,2025-11-20 21:47:59,Cheque,c7e572df-f2e8-4080-9cd1-f8900540971b,Anulado
54,64,Penalización,242.5,2025-11-20 21:47:59,Transferencia,18489ede-ba26-4e06-9d1d-31f3a3798764,Pagado
59,95,Membresía,222.13,2025-11-20 21:47:59,Efectivo,114f4069-2ebb-4443-abd6-18f87ba78807,Anulado
93,46,Penalización,223.13,2025-11-20 21:47:59,Efectivo,2cc204e1-547e-41a9-96f8-4d9a995b3052,Anulado
51,21,Clase Adicional,320.57,2025-11-20 21:47:59,Tarjeta,c3f3bedd-40f9-4a1a-abbd-723d354bb010,Anulado
30,59,Penalización,141.88,2025-11-20 21:47:59,Transferencia,bf458f35-9bd6-460b-8b04-c3e87a1a7c8b,Pendiente
66,37,Penalización,322.01,2025-11-20 21:47:59,Cheque,5d9dbf98-9e99-4a6e-b66d-d61448bad4b9,Pendiente
23,12,Otro,235.47,2025-11-20 21:47:59,Tarjeta,798b0b01-03de-4135-8daa-e28acd4037d8,Pagado
28,94,Penalización,69.15,2025-11-20 21:47:59,Transferencia,e0ef5eb1-97b0-4227-a063-89faba1ff361,Pagado
80,96,Clase Adicional,228.39,2025-11-20 21:47:59,Efectivo,4d7c26c0-4367-4424-ba0d-4ea682f739cc,Anulado
8,81,Membresía,82.74,2025-11-20 21:47:59,Tarjeta,434f0c02-f26e-4dff-ad12-c6553a48e8be,Anulado
36,94,Penalización,204.63,2025-11-20 21:47:59,Tarjeta,e727192e-39ff-404b-a725-99c6b78162be,Pendiente
68,49,Membresía,247.58,2025-11-20 21:47:59,Tarjeta,99fcdbd7-9a46-44c5-9a69-510ca4e3e900,Pendiente
50,54,Membresía,447.48,2025-11-20 21:47:59,Efectivo,a48eb8e9-8005-49bb-8b5c-560e2d6d4138,Pendiente
13,43,Otro,345.3,2025-11-20 21:47:59,Tarjeta,88522e9f-d929-4f8a-8a43-1a8fc538daa8,Pendiente
36,62,Penalización,378.95,2025-11-20 21:47:59,Transferencia,ab7b8c6b-5bac-45ce-9d5c-589770f28e7a,Pendiente
77,73,Otro,441.34,2025-11-20 21:47:59,Cheque,bf09fe4c-74bf-4db0-9337-52c13dee9b61,Pagado
44,41,Otro,360.56,2025-11-20 21:47:59,Tarjeta,1da111cd-6c5d-46fa-95a9-470d3ce18de0,Anulado
37,69,Penalización,60.93,2025-11-20 21:47:59,Tarjeta,ad68da4f-c1f2-455b-bca1-3ce2a4d4492e,Pendiente
5,66,Penalización,190.77,2025-11-20 21:47:59,Transferencia,300378b4-8fe7-4e3a-84fc-7c8797120dc7,Pagado
